asset,market_slug,polymarket_url,real result,side,filled_shares,avg_fill_price,event_start_time,event_end_time,pnl,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767972600,https://polymarket.com/event/sol-updown-15m-1767972600,Down,DOWN,30,4.799.999.999.999.990,2026-01-09T15:30:00+00:00,2026-01-09T15:45:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767996000,https://polymarket.com/event/sol-updown-15m-1767996000,Down,DOWN,30,4.800.000.200.030.800,2026-01-09T22:00:00+00:00,2026-01-09T22:15:00+00:00,15.599.999.399.907.500,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767865500,https://polymarket.com/event/sol-updown-15m-1767865500,Down,DOWN,10,0.48,2026-01-08T09:45:00+00:00,2026-01-08T10:00:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767880800,https://polymarket.com/event/sol-updown-15m-1767880800,Down,DOWN,20,0.48,2026-01-08T14:00:00+00:00,2026-01-08T14:15:00+00:00,10.4,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767903300,https://polymarket.com/event/sol-updown-15m-1767903300,Down,DOWN,30,0.49,2026-01-08T20:15:00+00:00,2026-01-08T20:30:00+00:00,15.3,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767973500,https://polymarket.com/event/sol-updown-15m-1767973500,Down,DOWN,30,48.000.001.467.061.600,2026-01-09T15:45:00+00:00,2026-01-09T16:00:00+00:00,15.599.999.559.881.400,,,,,,,,,,,,,,
SOL,sol-updown-15m-1768011300,https://polymarket.com/event/sol-updown-15m-1768011300,Down,DOWN,35,48.000.000.000.000.000,2026-01-10T02:15:00+00:00,2026-01-10T02:30:00+00:00,18.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767808800,https://polymarket.com/event/sol-updown-15m-1767808800,Down,DOWN,10,0.48,2026-01-07T18:00:00+00:00,2026-01-07T18:15:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767841200,https://polymarket.com/event/sol-updown-15m-1767841200,Down,DOWN,10,0.48,2026-01-08T03:00:00+00:00,2026-01-08T03:15:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767847500,https://polymarket.com/event/sol-updown-15m-1767847500,Down,DOWN,10,0.48,2026-01-08T04:45:00+00:00,2026-01-08T05:00:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767886200,https://polymarket.com/event/sol-updown-15m-1767886200,Down,DOWN,20,0.48,2026-01-08T15:30:00+00:00,2026-01-08T15:45:00+00:00,10.4,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767938400,https://polymarket.com/event/sol-updown-15m-1767938400,Down,DOWN,30,0.48,2026-01-09T06:00:00+00:00,2026-01-09T06:15:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767948300,https://polymarket.com/event/sol-updown-15m-1767948300,Down,DOWN,30,0.49,2026-01-09T08:45:00+00:00,2026-01-09T09:00:00+00:00,15.3,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767969000,https://polymarket.com/event/sol-updown-15m-1767969000,Down,DOWN,30,48.000.001.200.169.300,2026-01-09T14:30:00+00:00,2026-01-09T14:45:00+00:00,15.599.999.639.949.200,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767969900,https://polymarket.com/event/sol-updown-15m-1767969900,Down,DOWN,30,48.000.000.000.000.000,2026-01-09T14:45:00+00:00,2026-01-09T15:00:00+00:00,15.6,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767969900,https://polymarket.com/event/sol-updown-15m-1767969900,Down,DOWN,30,48.000.000.000.000.000,2026-01-09T14:45:00+00:00,2026-01-09T15:00:00+00:00,15.6,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767987000,https://polymarket.com/event/sol-updown-15m-1767987000,Down,DOWN,30,480.000.020.140.992,2026-01-09T19:30:00+00:00,2026-01-09T19:45:00+00:00,-1.440.000.060.422.970,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767987900,https://polymarket.com/event/sol-updown-15m-1767987900,Down,DOWN,30,0.48,2026-01-09T19:45:00+00:00,2026-01-09T20:00:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
SOL,sol-updown-15m-1768035600,https://polymarket.com/event/sol-updown-15m-1768035600,Down,DOWN,35,48.000.000.000.000.000,2026-01-10T09:00:00+00:00,2026-01-10T09:15:00+00:00,18.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1768043700,https://polymarket.com/event/sol-updown-15m-1768043700,Down,DOWN,35,48.000.000.000.000.000,2026-01-10T11:15:00+00:00,2026-01-10T11:30:00+00:00,18.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767830400,https://polymarket.com/event/sol-updown-15m-1767830400,Down,DOWN,10,0.48,2026-01-08T00:00:00+00:00,2026-01-08T00:15:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767935700,https://polymarket.com/event/sol-updown-15m-1767935700,Down,DOWN,30,0.48,2026-01-09T05:15:00+00:00,2026-01-09T05:30:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767994200,https://polymarket.com/event/sol-updown-15m-1767994200,Down,DOWN,30,4.799.999.999.999.990,2026-01-09T21:30:00+00:00,2026-01-09T21:45:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
SOL,sol-updown-15m-1768014000,https://polymarket.com/event/sol-updown-15m-1768014000,Down,DOWN,35,48.000.000.000.000.000,2026-01-10T03:00:00+00:00,2026-01-10T03:15:00+00:00,18.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767852000,https://polymarket.com/event/sol-updown-15m-1767852000,Down,DOWN,10,0.48,2026-01-08T06:00:00+00:00,2026-01-08T06:15:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767866400,https://polymarket.com/event/sol-updown-15m-1767866400,Down,DOWN,10,0.48,2026-01-08T10:00:00+00:00,2026-01-08T10:15:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767873600,https://polymarket.com/event/sol-updown-15m-1767873600,Down,DOWN,10,0.48,2026-01-08T12:00:00+00:00,2026-01-08T12:15:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767879000,https://polymarket.com/event/sol-updown-15m-1767879000,Down,DOWN,20,0.48,2026-01-08T13:30:00+00:00,2026-01-08T13:45:00+00:00,10.4,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767882600,https://polymarket.com/event/sol-updown-15m-1767882600,Down,DOWN,20,0.48,2026-01-08T14:30:00+00:00,2026-01-08T14:45:00+00:00,10.4,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767953700,https://polymarket.com/event/sol-updown-15m-1767953700,Down,DOWN,30,0.48,2026-01-09T10:15:00+00:00,2026-01-09T10:30:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
SOL,sol-updown-15m-1768032900,https://polymarket.com/event/sol-updown-15m-1768032900,Down,DOWN,35,48.000.000.000.000.000,2026-01-10T08:15:00+00:00,2026-01-10T08:30:00+00:00,18.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767798900,https://polymarket.com/event/sol-updown-15m-1767798900,Down,DOWN,10,0.48,2026-01-07T15:15:00+00:00,2026-01-07T15:30:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767799800,https://polymarket.com/event/sol-updown-15m-1767799800,Down,DOWN,20,0.48,2026-01-07T15:30:00+00:00,2026-01-07T15:45:00+00:00,10.4,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767800700,https://polymarket.com/event/sol-updown-15m-1767800700,Down,DOWN,10,0.48,2026-01-07T15:45:00+00:00,2026-01-07T16:00:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767802500,https://polymarket.com/event/sol-updown-15m-1767802500,Down,DOWN,10,0.48,2026-01-07T16:15:00+00:00,2026-01-07T16:30:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767803400,https://polymarket.com/event/sol-updown-15m-1767803400,Down,DOWN,10,0.48,2026-01-07T16:30:00+00:00,2026-01-07T16:45:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767804300,https://polymarket.com/event/sol-updown-15m-1767804300,Down,DOWN,10,0.48,2026-01-07T16:45:00+00:00,2026-01-07T17:00:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767807000,https://polymarket.com/event/sol-updown-15m-1767807000,Down,DOWN,10,0.48,2026-01-07T17:30:00+00:00,2026-01-07T17:45:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767807900,https://polymarket.com/event/sol-updown-15m-1767807900,Down,DOWN,10,0.48,2026-01-07T17:45:00+00:00,2026-01-07T18:00:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767812400,https://polymarket.com/event/sol-updown-15m-1767812400,Down,DOWN,10,0.48,2026-01-07T19:00:00+00:00,2026-01-07T19:15:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767821400,https://polymarket.com/event/sol-updown-15m-1767821400,Down,DOWN,10,0.48,2026-01-07T21:30:00+00:00,2026-01-07T21:45:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767843000,https://polymarket.com/event/sol-updown-15m-1767843000,Down,DOWN,10,0.48,2026-01-08T03:30:00+00:00,2026-01-08T03:45:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767843900,https://polymarket.com/event/sol-updown-15m-1767843900,Down,DOWN,10,0.48,2026-01-08T03:45:00+00:00,2026-01-08T04:00:00+00:00,5.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767897000,https://polymarket.com/event/sol-updown-15m-1767897000,Down,DOWN,30,0.48,2026-01-08T18:30:00+00:00,2026-01-08T18:45:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767906900,https://polymarket.com/event/sol-updown-15m-1767906900,Down,DOWN,30,0.48,2026-01-08T21:15:00+00:00,2026-01-08T21:30:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767928500,https://polymarket.com/event/sol-updown-15m-1767928500,Down,DOWN,30,0.48,2026-01-09T03:15:00+00:00,2026-01-09T03:30:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767931200,https://polymarket.com/event/sol-updown-15m-1767931200,Down,DOWN,30,0.48,2026-01-09T04:00:00+00:00,2026-01-09T04:15:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767944700,https://polymarket.com/event/sol-updown-15m-1767944700,Down,DOWN,30,0.48,2026-01-09T07:45:00+00:00,2026-01-09T08:00:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767946500,https://polymarket.com/event/sol-updown-15m-1767946500,Down,DOWN,30,0.48,2026-01-09T08:15:00+00:00,2026-01-09T08:30:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767960900,https://polymarket.com/event/sol-updown-15m-1767960900,Down,DOWN,30,48.000.000.133.372.600,2026-01-09T12:15:00+00:00,2026-01-09T12:30:00+00:00,15.599.999.959.988.100,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767948300,https://polymarket.com/event/xrp-updown-15m-1767948300,Down,DOWN,30,0.46,2026-01-09T08:45:00+00:00,2026-01-09T09:00:00+00:00,16.2,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767966300,https://polymarket.com/event/xrp-updown-15m-1767966300,Down,DOWN,30,4.799.999.999.999.990,2026-01-09T13:45:00+00:00,2026-01-09T14:00:00+00:00,-14.399.999.999.999.900,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767984300,https://polymarket.com/event/xrp-updown-15m-1767984300,Down,DOWN,30,4.799.999.999.999.990,2026-01-09T18:45:00+00:00,2026-01-09T19:00:00+00:00,-14.399.999.999.999.900,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1768004100,https://polymarket.com/event/xrp-updown-15m-1768004100,Down,DOWN,30,0.48,2026-01-10T00:15:00+00:00,2026-01-10T00:30:00+00:00,-14.399.999.999.999.900,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767896100,https://polymarket.com/event/xrp-updown-15m-1767896100,Down,DOWN,30,0.48,2026-01-08T18:15:00+00:00,2026-01-08T18:30:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767935700,https://polymarket.com/event/xrp-updown-15m-1767935700,Down,DOWN,30,0.48,2026-01-09T05:15:00+00:00,2026-01-09T05:30:00+00:00,-14.399.999.999.999.900,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1768014000,https://polymarket.com/event/xrp-updown-15m-1768014000,Down,DOWN,35,4.800.000.106.841.210,2026-01-10T03:00:00+00:00,2026-01-10T03:15:00+00:00,-1.680.000.037.394.420,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767829500,https://polymarket.com/event/xrp-updown-15m-1767829500,Down,DOWN,10,0.48,2026-01-07T23:45:00+00:00,2026-01-08T00:00:00+00:00,5.2,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767879000,https://polymarket.com/event/xrp-updown-15m-1767879000,Down,DOWN,20,0.48,2026-01-08T13:30:00+00:00,2026-01-08T13:45:00+00:00,-9.6,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767997800,https://polymarket.com/event/xrp-updown-15m-1767997800,Down,DOWN,30,4.799.999.999.999.990,2026-01-09T22:30:00+00:00,2026-01-09T22:45:00+00:00,-14.399.999.999.999.900,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1768017600,https://polymarket.com/event/xrp-updown-15m-1768017600,Down,DOWN,35,48.000.000.000.000.000,2026-01-10T04:00:00+00:00,2026-01-10T04:15:00+00:00,18.2,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767868200,https://polymarket.com/event/xrp-updown-15m-1767868200,Down,DOWN,10,0.48,2026-01-08T10:30:00+00:00,2026-01-08T10:45:00+00:00,-4.8,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1768050000,https://polymarket.com/event/xrp-updown-15m-1768050000,Down,DOWN,35,48.000.000.000.000.000,2026-01-10T13:00:00+00:00,2026-01-10T13:15:00+00:00,18.2,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767861900,https://polymarket.com/event/xrp-updown-15m-1767861900,Down,DOWN,10,0.48,2026-01-08T08:45:00+00:00,2026-01-08T09:00:00+00:00,5.2,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767798900,https://polymarket.com/event/xrp-updown-15m-1767798900,Down,DOWN,10,0.48,2026-01-07T15:15:00+00:00,2026-01-07T15:30:00+00:00,5.2,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767831300,https://polymarket.com/event/xrp-updown-15m-1767831300,Down,DOWN,10,0.48,2026-01-08T00:15:00+00:00,2026-01-08T00:30:00+00:00,5.2,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767996000,https://polymarket.com/event/xrp-updown-15m-1767996000,Down,DOWN,30,4.799.999.999.999.990,2026-01-09T22:00:00+00:00,2026-01-09T22:15:00+00:00,-14.399.999.999.999.900,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767810600,https://polymarket.com/event/xrp-updown-15m-1767810600,Down,DOWN,10,0.48,2026-01-07T18:30:00+00:00,2026-01-07T18:45:00+00:00,5.2,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767839400,https://polymarket.com/event/xrp-updown-15m-1767839400,Down,DOWN,10,0.48,2026-01-08T02:30:00+00:00,2026-01-08T02:45:00+00:00,5.2,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767919500,https://polymarket.com/event/xrp-updown-15m-1767919500,Down,DOWN,30,0.48,2026-01-09T00:45:00+00:00,2026-01-09T01:00:00+00:00,-14.399.999.999.999.900,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1768000500,https://polymarket.com/event/xrp-updown-15m-1768000500,Down,DOWN,30,4.799.999.999.999.990,2026-01-09T23:15:00+00:00,2026-01-09T23:30:00+00:00,-14.399.999.999.999.900,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767961800,https://polymarket.com/event/sol-updown-15m-1767961800,Down,DOWN,30,4.799.999.999.999.990,2026-01-09T12:30:00+00:00,2026-01-09T12:45:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767976200,https://polymarket.com/event/sol-updown-15m-1767976200,Down,DOWN,30,4.800.000.120.024.630,2026-01-09T16:30:00+00:00,2026-01-09T16:45:00+00:00,-14.400.000.360.073.800,,,,,,,,,,,,,,
SOL,sol-updown-15m-1767997800,https://polymarket.com/event/sol-updown-15m-1767997800,Down,DOWN,30,4.799.999.999.999.990,2026-01-09T22:30:00+00:00,2026-01-09T22:45:00+00:00,-14.399.999.999.999.900,,,,,,,,,,,,,,
SOL,sol-updown-15m-1768005000,https://polymarket.com/event/sol-updown-15m-1768005000,Down,DOWN,35,48.000.001.028.842.800,2026-01-10T00:30:00+00:00,2026-01-10T00:45:00+00:00,1.819.999.963.990.500,,,,,,,,,,,,,,
SOL,sol-updown-15m-1768017600,https://polymarket.com/event/sol-updown-15m-1768017600,Down,DOWN,35,48.000.000.000.000.000,2026-01-10T04:00:00+00:00,2026-01-10T04:15:00+00:00,18.2,,,,,,,,,,,,,,
SOL,sol-updown-15m-1768027500,https://polymarket.com/event/sol-updown-15m-1768027500,Down,DOWN,35,4.799.999.999.999.990,2026-01-10T06:45:00+00:00,2026-01-10T07:00:00+00:00,18.200.000.000.000.000,,,,,,,,,,,,,,
SOL,sol-updown-15m-1768033800,https://polymarket.com/event/sol-updown-15m-1768033800,Down,DOWN,35,48.000.000.000.000.000,2026-01-10T08:30:00+00:00,2026-01-10T08:45:00+00:00,-16.8,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767824100,https://polymarket.com/event/xrp-updown-15m-1767824100,Down,DOWN,10,0.48,2026-01-07T22:15:00+00:00,2026-01-07T22:30:00+00:00,-4.8,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767838500,https://polymarket.com/event/xrp-updown-15m-1767838500,Down,DOWN,10,0.48,2026-01-08T02:15:00+00:00,2026-01-08T02:30:00+00:00,5.2,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767911400,https://polymarket.com/event/xrp-updown-15m-1767911400,Down,DOWN,30,0.48,2026-01-08T22:30:00+00:00,2026-01-08T22:45:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767925800,https://polymarket.com/event/xrp-updown-15m-1767925800,Down,DOWN,30,0.48,2026-01-09T02:30:00+00:00,2026-01-09T02:45:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767926700,https://polymarket.com/event/xrp-updown-15m-1767926700,Down,DOWN,30,0.48,2026-01-09T02:45:00+00:00,2026-01-09T03:00:00+00:00,-14.399.999.999.999.900,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767956400,https://polymarket.com/event/xrp-updown-15m-1767956400,Down,DOWN,30,4.799.999.999.999.990,2026-01-09T11:00:00+00:00,2026-01-09T11:15:00+00:00,-14.399.999.999.999.900,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767958200,https://polymarket.com/event/xrp-updown-15m-1767958200,Down,DOWN,30,4.800.000.080.041.050,2026-01-09T11:30:00+00:00,2026-01-09T11:45:00+00:00,-14.400.000.240.123.100,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767960000,https://polymarket.com/event/xrp-updown-15m-1767960000,Down,DOWN,30,4.799.999.999.999.990,2026-01-09T12:00:00+00:00,2026-01-09T12:15:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767990600,https://polymarket.com/event/xrp-updown-15m-1767990600,Down,DOWN,30,0.48,2026-01-09T20:30:00+00:00,2026-01-09T20:45:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1768006800,https://polymarket.com/event/xrp-updown-15m-1768006800,Down,DOWN,34,4.742.857.142.857.140,2026-01-10T01:00:00+00:00,2026-01-10T01:15:00+00:00,17.874.285.714.285.700,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1768047300,https://polymarket.com/event/xrp-updown-15m-1768047300,Down,DOWN,35,48.000.000.000.000.000,2026-01-10T12:15:00+00:00,2026-01-10T12:30:00+00:00,-16.8,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767798000,https://polymarket.com/event/xrp-updown-15m-1767798000,Down,DOWN,10,0.48,2026-01-07T15:00:00+00:00,2026-01-07T15:15:00+00:00,5.2,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767854700,https://polymarket.com/event/xrp-updown-15m-1767854700,Down,DOWN,10,0.48,2026-01-08T06:45:00+00:00,2026-01-08T07:00:00+00:00,5.2,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767942900,https://polymarket.com/event/xrp-updown-15m-1767942900,Down,DOWN,30,0.48,2026-01-09T07:15:00+00:00,2026-01-09T07:30:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1768015800,https://polymarket.com/event/xrp-updown-15m-1768015800,Down,DOWN,35,48.000.000.000.000.000,2026-01-10T03:30:00+00:00,2026-01-10T03:45:00+00:00,-16.8,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1768023900,https://polymarket.com/event/xrp-updown-15m-1768023900,Down,DOWN,35,48.000.000.000.000.000,2026-01-10T05:45:00+00:00,2026-01-10T06:00:00+00:00,-16.8,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767981600,https://polymarket.com/event/xrp-updown-15m-1767981600,Down,DOWN,30,4.799.999.999.999.990,2026-01-09T18:00:00+00:00,2026-01-09T18:15:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767807000,https://polymarket.com/event/xrp-updown-15m-1767807000,Down,DOWN,10,0.48,2026-01-07T17:30:00+00:00,2026-01-07T17:45:00+00:00,5.2,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767807900,https://polymarket.com/event/xrp-updown-15m-1767807900,Down,DOWN,10,0.48,2026-01-07T17:45:00+00:00,2026-01-07T18:00:00+00:00,5.2,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767895200,https://polymarket.com/event/xrp-updown-15m-1767895200,Down,DOWN,30,0.48,2026-01-08T18:00:00+00:00,2026-01-08T18:15:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767920400,https://polymarket.com/event/xrp-updown-15m-1767920400,Down,DOWN,30,0.48,2026-01-09T01:00:00+00:00,2026-01-09T01:15:00+00:00,-14.399.999.999.999.900,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767933000,https://polymarket.com/event/xrp-updown-15m-1767933000,Down,DOWN,30,0.48,2026-01-09T04:30:00+00:00,2026-01-09T04:45:00+00:00,-14.399.999.999.999.900,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767933900,https://polymarket.com/event/xrp-updown-15m-1767933900,Down,DOWN,30,0.48,2026-01-09T04:45:00+00:00,2026-01-09T05:00:00+00:00,-14.399.999.999.999.900,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767961800,https://polymarket.com/event/xrp-updown-15m-1767961800,Down,DOWN,30,4.799.999.999.999.990,2026-01-09T12:30:00+00:00,2026-01-09T12:45:00+00:00,-14.399.999.999.999.900,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767973500,https://polymarket.com/event/xrp-updown-15m-1767973500,Down,DOWN,30,4.800.000.000.000.000,2026-01-09T15:45:00+00:00,2026-01-09T16:00:00+00:00,15.599.999.999.999.900,,,,,,,,,,,,,,
XRP,xrp-updown-15m-1767978000,https://polymarket.com/event/xrp-updown-15m-1767978000,Down,DOWN,30,4.799.999.999.999.990,2026-01-09T17:00:00+00:00,2026-01-09T17:15:00+00:00,15.600.000.000.000.000,,,,,,,,,,,,,,
